Název potraviny;Energie (kJ);Bílkoviny (g);SAFA (g);Tuky (g);Cukry (g);Sacharidy (g);Vláknina (g);Sůl (g);Náhrada (optional)
Bonté termizovaná pomazánka Budapešť;904;6;9;19.1;2.4;4.9;0;1.2;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Bonté termizovaná pomazánka Natur;904;6;9;19.1;2.4;4.9;0;1.2;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Bonté termizovaná pomazánka s bylinkami;904;6;9;19.1;2.4;4.9;0;1.2;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Breakfast Herbs pomazánkový krém;863;5.9;13;19;3.1;3.3;0;1;Vhodnější jsou výrobky s nižším obsahem tuku, například Breakfast light, cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Breakfast light pomazánkový krém;493;7.5;5.2;8;4;4;0;1;Tento výrobek můžete nahradit jinými sýry s nižším obsahem tuku, například cottagem nebo ricottou. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Buko Classic 74%;1100;6;17.6;26;1.6;1.6;0;1;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Cottage Cheese 20 % (K-Classic);424;12;2.8;4.2;3.8;3.8;0;1.1;Cottage je vhodné zařazovat do jídelníčku.
Česmilek smetanová pomazánka;1014;3.6;14.9;22;5.1;6;0;1;Vhodnější jsou výrobky s nižším obsahem tuku, ideální je například cottage. Méně tuku obsahuje také například Lučina linie. Vhodné jsou také tvarohové pomazánky připravené z nízkotučného či polotučného tvarohu, sýru s nižším obsahem tuku a zeleniny.
Gervais Délicatesse krémový tvarohový sýr;1690;8;27;40;2.5;3;0;1.3;Vhodnější jsou sýry s nižším obsahem tuku, například klasické žervé, cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Gervais lightlife;600;7.5;7.5;11.5;2.5;2.5;0;0.75;Tento výrobek můžete nahradit jinými sýry s nižším obsahem tuku, například Lučinou linie, cottagem nebo ricottou. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Gervais nadýchaný tvarohový sýr;980;7.5;14.5;22;3.5;3.5;0;0.63;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Gervais Natur;1200;5;19.5;29;2.5;2.5;0;0.44;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Gervais Original 61%;780;6;11.5;17;3;3;0;0.7;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Grande sýr Olma;1164;7.1;15;26;4.8;4.8;0;0.6;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Italy Mascarpone;1630;1.5;27;42;2.5;2.5;0;0.07;Mascarpone se používá často při přípravě dezertů, nahradit ho můžete například ricottou, tvarohem nebo méně tučnou zakysanou smetanou, všechny tyto výrobky obsahují výrazně méně tuku.
Jihočeský Cottage bez příchuti;497;11;4.7;7;3;3;0;0.7;Cottage je vhodné zařazovat do jídelníčku.
Jihočeský Cottage borůvka;450;9.7;2.8;4.2;7.6;7.6;0;0.5;Tento výrobek můžete zařazovat do jídelníčku, ještě vhodnější je cottage bez příchutě doplněný čerstvým ovocem.
Jihočeský Cottage jahoda;450;9.7;2.8;4.2;7.6;7.6;0;0.5;Tento výrobek můžete zařazovat do jídelníčku, ještě vhodnější je cottage bez příchutě doplněný čerstvým ovocem.
Jihočeský Cottage letní zelenina;416;9.7;2.8;4.2;5.6;5.6;0;1.3;Cottage je vhodné zařazovat do jídelníčku.
Jihočeský Cottage maďarská zelenina;422;9.7;2.8;4.2;5.6;5.6;0;1.3;Cottage je vhodné zařazovat do jídelníčku.
Jihočeský Cottage pažitka;497;11;4.6;7;3;3;0;0.7;Cottage je vhodné zařazovat do jídelníčku.
Jihočeský Cottage pórek;430;9.7;2.8;4.2;6.5;6.5;0;1.3;Cottage je vhodné zařazovat do jídelníčku.
Křemilek smetanová pomazánka;1014;3.6;14.9;22;5.1;6;0;1;Vhodnější jsou výrobky s nižším obsahem tuku, ideální je například cottage. Méně tuku obsahuje také například Lučina linie. Vhodné jsou také tvarohové pomazánky připravené z nízkotučného či polotučného tvarohu, sýru s nižším obsahem tuku a zeleniny.
Lipánek Žervé;912;8.3;12.8;19;4;4;0;0.68;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Lučina;1280;8.2;20.3;30;1.5;1.8;0;0.55;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Lučina Biaktiv;774;5.8;9.8;16;3.1;4.9;0.7;0.6;Tento výrobek můžete nahradit jinými sýry s nižším obsahem tuku, například Lučinou linie, cottagem nebo ricottou. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Lučina Česnek a bylinky;1121;7.6;12;25;2.8;3.9;0;0.6;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Lučina Jarní pažitka;1001;6.4;10;22;2.5;4.6;0;0.8;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Lučina Jogurtina;842;6.1;9.8;17;3.2;6.4;0.7;0.56;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Lučina Linie 35%;799;7.3;11;16;3;4;3.5;0.6;Tento výrobek můžete nahradit jinými sýry s nižším obsahem tuku, například cottagem nebo ricottou. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Lučina Nadýchaná (bylinková, křenová, svěží a lehká);836;7.6;12;17.5;3.8;4;0;0.8;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Lučina Nadýchaná extra smetanová;1112;7.5;16.9;25;3.3;3.5;0;0.8;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Lučina Salátová;862;11.3;10.6;16.5;3.5;3.5;0;2.7;Vhodnější jsou sýry s nižším obsahem tuku a soli, z tvrdých a polotvrdých sýrů volte sýry s 20-30 % tuku v sušině, například eidam nebo madeland fitness. Z měkkých sýrů je ideální cottage nebo ricotta. Nutričně nejvýhodnějším sýrem jsou olomoucké tvarůžky a syrečky, ne každému však vyhovují chuťově.
Lučina smetanová;1110;6.3;13;26;3;3.1;0;0.8;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Lučina Šunka dvou druhů;987;7.8;16;22;2.1;2.4;0;1.1;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Lučina Žervé krémové;950;7.2;9.5;20;3.2;4.7;0;0.6;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Lučina Žervé ochucené;900;6.2;11;19;2.8;5.4;0;0.8;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Lučina Žervé s jogurtem;823;6.1;10;17;2.7;5.3;0;0.6;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Mandava smetanová;1142;7;17.4;26.5;2.4;2.5;0;1;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Meggle Cottage cheese hořčice-cibule;442;11;2.8;4.2;4.5;5.8;0;0.5;Cottage je vhodné zařazovat do jídelníčku.
Meggle Cottage cheese chilli;426;11;2.8;4.2;4.1;4.9;0;0.5;Cottage je vhodné zařazovat do jídelníčku.
Meggle Cottage cheese křen a šunka;427;11;2.8;4.2;4.1;4.9;0;0.5;Cottage je vhodné zařazovat do jídelníčku.
Meggle Cottage cheese pažitkový;419;11;2.8;4.2;4.3;4.5;0;1.1;Cottage je vhodné zařazovat do jídelníčku.
Meggle Cottage Cheese přírodní;424;12;2.8;4.2;3.8;3.8;0;1.1;Cottage je vhodné zařazovat do jídelníčku.
Milko Cremo Žervé;976;6.5;14.9;22;3;3;0;0.8;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Pilos Palouček;1205;5.2;19.5;29;2.4;2.6;0;0.7;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Philadelphia Original;932;5.4;14;21;4.3;4.3;0.2;0.75;Vhodnější je Philadelphia light a další sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Philadelphia light;632;7.2;7.4;11;5.2;5.5;0.4;0.7;Tento výrobek můžete nahradit jinými sýry s nižším obsahem tuku, například Lučinou linie, cottagem nebo ricottou. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Pilos Cottage Cheese;455;11;4.1;6;2.6;2.7;0;0.7;Cottage je vhodné zařazovat do jídelníčku.
Pilos Cottage light;337;11;2.6;3;2;2.3;0;0.64;Cottage je vhodné zařazovat do jídelníčku, můžete konzumovat i klasickou verzi cottage, který obsahuje také poměrně málo tuku.
Pomazánka jogurtová ementál (Meggle);1249;4.1;16;29;5.1;6;0;1.2;Vhodnější jsou výrobky s nižším obsahem tuku, ideální je například cottage. Méně tuku obsahuje také například Lučina linie. Vhodné jsou také tvarohové pomazánky připravené z nízkotučného či polotučného tvarohu, sýru s nižším obsahem tuku a zeleniny.
Pomazánka jogurtová křen (Meggle);1254;4.1;16;29;5.6;6.4;0;1.2;Vhodnější jsou výrobky s nižším obsahem tuku, ideální je například cottage. Méně tuku obsahuje také například Lučina linie. Vhodné jsou také tvarohové pomazánky připravené z nízkotučného či polotučného tvarohu, sýru s nižším obsahem tuku a zeleniny.
Pomazánka jogurtová natur (Meggle);1347;4.4;18;32;5;5;0;1.2;Vhodnější jsou výrobky s nižším obsahem tuku, ideální je například cottage. Méně tuku obsahuje také například Lučina linie. Vhodné jsou také tvarohové pomazánky připravené z nízkotučného či polotučného tvarohu, sýru s nižším obsahem tuku a zeleniny.
President Rondelé;1263;6;21;30;3;3;0;1.1;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
President Rondelé čerstvý kozí sýr;1268;7;20.3;30;2;2;0;1.1;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Sýrmilek smetanová pomazánka;1014;3.6;14.9;22;5.1;6;0;1.4;Vhodnější jsou výrobky s nižším obsahem tuku, ideální je například cottage. Méně tuku obsahuje také například Lučina linie. Vhodné jsou také tvarohové pomazánky připravené z nízkotučného či polotučného tvarohu, sýru s nižším obsahem tuku a zeleniny.
Tartare Gourmet;1140;7.7;17.2;25.5;3;3.5;0;1;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Tesco Cottage bílý;424;12;2.8;4.2;3.8;3.8;0;1.1;Cottage je vhodné zařazovat do jídelníčku.
Tesco Cottage s pažitkou;417;11;2.8;4.2;4.3;4.4;0;1.1;Cottage je vhodné zařazovat do jídelníčku.
Žervé Blaník;788;6;10.8;16;4.7;5.5;0;1.2;Vhodnější jsou sýry s nižším obsahem tuku, například cottage, ricotta, Lučina linie, Philadelphia light apod. Ideální je také připravit si pomazánku z tvarohu, zeleniny a případně nějakého méně tučného sýra.
Babybel 45%;1260;22;16.2;24;0;0;0;1.8;Vhodnější jsou sýry s nižším obsahem tuku, například babybel light, z tvrdých a polotvrdých sýrů volte sýry s 20-30 % tuku v sušině, například eidam 20% nebo madeland fitness. Z měkkých sýrů je ideální cottage nebo ricotta. Nutričně nejvýhodnějším sýrem jsou olomoucké tvarůžky a syrečky, ne každému však vyhovují chuťově.
Babybel light 25%;870;25;8;12;0;0;0;1.8;Vhodnější je mozzarella nebo zottarella light, která obsahuje méně tuku. Z jiných sýrů je vhodný například cottage nebo olomoucké tvarůžky.
Blaťácké zlato 48%;1375;21;18;27;1.1;1.1;0;2;Vhodnější jsou sýry s nižším obsahem tuku, z tvrdých a polotvrdých sýrů volte sýry s 20-30 % tuku v sušině, například eidam 20% nebo madeland fitness. Z měkkých sýrů je ideální cottage nebo ricotta. Nutričně nejvýhodnějším sýrem jsou olomoucké tvarůžky a syrečky, ne každému však vyhovují chuťově.
Galbani Mozzarella;989;17;13;18;1;2;0;0.7;Vhodnější je mozzarella nebo zottarella light, která obsahuje o polovinu méně tuku. Z jiných sýrů je vhodný například cottage nebo olomoucké tvarůžky.
Galbani Mozzarella Light;722;18;7.4;11;0.9;1.6;0;0.7;Tento výrobek můžete občas zařazovat do jídelníčku, nahradit ho můžete jinými sýry s nižším obsahem tuku, například cottagem nebo olomouckými tvarůžky.
Italy Mozzarella;880;17;11;15;0.5;0.5;0;0.5;Vhodnější je mozzarella nebo zottarella light, která obsahuje méně tuku. Z jiných sýrů je vhodný například cottage nebo olomoucké tvarůžky.
